omny.fm へのリンク,日付,タイトル,コメント,MC,出演者1,出演者2,出演者3,音源編集,備考・メモ・作業された方のお名前(ハンドルネーム可)
https://omny.fm/shows/asahi/98-1-web,"Wed, 29 Sep 2021 19:00:00 +0000",#98-1 多様なメディアの「玄関口」、Yahoo!ニュースを考える　WEB編集の教科書①,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/t-4,"Thu, 30 Sep 2021 19:00:00 +0000",（制作会議）#51-6 キモノを自作、女子プロレスだいすき　秋山訓子編集委員はこんなひと,,"神田大介,音声ディレクター,コンテンツ編成本部","秋山訓子,編集委員",,,,ネジート
https://omny.fm/shows/asahi/18-10,"Fri, 01 Oct 2021 19:00:00 +0000",#18-10 「ひととき」を読んでいれば、違う人生あったかも　愛読者が渡辺えりさんと語らう,?,,"渡辺えり,俳優,劇作家",,,,ネジート
https://omny.fm/shows/asahi/7fb68870-33c8-4b04-9bf8-adb300619385,"Sat, 02 Oct 2021 19:00:00 +0000",（楽屋裏）わかりやすく伝える、だけじゃない　最適解を探るデザイン部の思考,,真田嶺,"加藤啓太郎,デザイン部","岩見梨絵,デザイン部",,,ネジート
https://omny.fm/shows/asahi/100-18,"Sun, 03 Oct 2021 19:00:00 +0000",#100-18　今こそ「目利き」って、大事だよね　消費とメディアを考える②,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/99-6,"Mon, 04 Oct 2021 19:00:00 +0000",#99-6 ポッドキャスト広告も、「文脈」が大事？　時には、SNSより強いかも,,"神田大介,音声ディレクター,コンテンツ編成本部","八木太亮,株式会社オトナル代表取締役","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/99-7,"Tue, 05 Oct 2021 19:00:00 +0000",#99-7 自分の声が、売れる時代　音声合成のいまと未来を考える,,"神田大介,音声ディレクター,コンテンツ編成本部","八木太亮,株式会社オトナル代表取締役","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/98-2-web,"Wed, 06 Oct 2021 19:00:00 +0000",#98-2 文春オンラインの急成長、「文春らしさ」を超えた先に　WEB編集の教科書②,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/48-4,"Thu, 07 Oct 2021 19:00:00 +0000",#50-8 辞書を引くのがすごく大変　インドネシア語を学んでわかったこと,,"神田大介,音声ディレクター,コンテンツ編成本部","翁長忠雄,前国際報道部長",,,,ネジート
https://omny.fm/shows/asahi/42-3,"Fri, 08 Oct 2021 19:00:00 +0000",#42-3 文章を読み込んで感じた「本当の気持ち」　言葉の対比で表現する,,大野由衣,"今永諒,コンテンツ編成本部",,,,koike
https://omny.fm/shows/asahi/52-2,"Sat, 09 Oct 2021 19:00:00 +0000",（楽屋裏）紙面の「あしらい」を超えていく　これからの新聞デザインって,,真田嶺,"加藤啓太郎,デザイン部","岩見梨絵,デザイン部",,,ネジート
https://omny.fm/shows/asahi/100-19,"Sun, 10 Oct 2021 19:00:00 +0000",#100-19 感情揺さぶるモノ、「エモたれ」しませんか？　消費とメディアを考える③,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/50-8,"Mon, 11 Oct 2021 19:00:00 +0000",#50-9 スポーツと放送権の行く末は　論説委員と考える①,,"神田大介,音声ディレクター,コンテンツ編成本部","田玉恵美,論説委員",,,,ネジート
https://omny.fm/shows/asahi/50-10,"Tue, 12 Oct 2021 19:00:00 +0000",#50-10 NHK値下げの社説で、総務省に呼び出された　論説委員と考える②,,"神田大介,音声ディレクター,コンテンツ編成本部","田玉恵美,論説委員",,,,ネジート
https://omny.fm/shows/asahi/98-3-web-withnews,"Wed, 13 Oct 2021 19:00:00 +0000",#98-3 withnewsは、新聞の価値観を捉え直せるか　WEB編集の教科書③,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/50-11,"Thu, 14 Oct 2021 19:00:00 +0000",#50-11 日本文化は、しけているのか　海外と、どう戦う？　論説委員と考える③,,"神田大介,音声ディレクター,コンテンツ編成本部","田玉恵美,論説委員",,,,ネジート
https://omny.fm/shows/asahi/196,"Fri, 15 Oct 2021 19:00:00 +0000",#50-12 東京五輪、応援できなかった私を通して見えること　論説委員と考える④,,"神田大介,音声ディレクター,コンテンツ編成本部","田玉恵美,論説委員",,,,ネジート
https://omny.fm/shows/asahi/6-m-1,"Sat, 16 Oct 2021 19:00:00 +0000",（楽屋裏）6度目のM-1　「新聞社から来たサンライズ」に日は昇ったのか,,望月愛実,岸上渉,中程雄平,後藤隆之,,ネジート
https://omny.fm/shows/asahi/100-20,"Sun, 17 Oct 2021 19:00:00 +0000",#100-20 メディア業界、兵站を軽視している？　伊藤編集長のツイートから考える①,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/99-8,"Mon, 18 Oct 2021 19:00:00 +0000",#99-8 石戸諭さんと語るニュースの未来①　先輩の背中だけじゃ、伝わらない「取材の基本」,,"神田大介,音声ディレクター,コンテンツ編成本部","石戸諭,ノンフィクションライター",,,,ネジート
https://omny.fm/shows/asahi/99-9,"Tue, 19 Oct 2021 19:00:00 +0000",#99-9 石戸諭さんと語るニュースの未来②　ハッシュタグに流されすぎてやいないか,,"神田大介,音声ディレクター,コンテンツ編成本部","石戸諭,ノンフィクションライター",,,,ネジート
https://omny.fm/shows/asahi/98-4-web,"Wed, 20 Oct 2021 19:00:00 +0000",#98-4 「ここにしかできない」を貫く、オウンドメディアの強さ　WEB編集の教科書④,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/99-10,"Thu, 21 Oct 2021 19:00:00 +0000",#99-10 石戸諭さんと語るニュースの未来③　失敗や例外ばかりに、目を向けていないか,,"神田大介,音声ディレクター,コンテンツ編成本部","石戸諭,ノンフィクションライター",,,,ネジート
https://omny.fm/shows/asahi/50-13,"Fri, 22 Oct 2021 19:00:00 +0000",#50-13 メディアはもはや勝てっこない？　小沢健二さんの筒美京平さん追悼文,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長",,,,ネジート
https://omny.fm/shows/asahi/b186c2ae-e322-4f27-b722-adc5002d4f36,"Sat, 23 Oct 2021 19:00:00 +0000",（楽屋裏）助けたくても入れない…京アニ放火現場で元消防士記者・仲程雄平がみたもの,,望月愛実,"仲程雄平,大阪コンテンツ編成本部",,,,"kaoru,音源編集は不明"
https://omny.fm/shows/asahi/100-21,"Sun, 24 Oct 2021 19:00:00 +0000",#100-21 この会議、会社の進化を阻害していませんか？　伊藤編集長のツイートから考える②,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/99-11,"Mon, 25 Oct 2021 19:00:00 +0000",#99-11 石戸諭さんと考えるニュースの未来④　複雑な問題に、どう答えを出していく？,,"神田大介,音声ディレクター,コンテンツ編成本部","石戸諭,ノンフィクションライター",,,,ネジート
https://omny.fm/shows/asahi/99-12,"Tue, 26 Oct 2021 19:00:00 +0000",#99-12 石戸諭さんと考えるニュースの未来⑤　 記者の皆さん、もっとチャレンジしよう,,"神田大介,音声ディレクター,コンテンツ編成本部","石戸諭,ノンフィクションライター",,,,ネジート
https://omny.fm/shows/asahi/50-14,"Wed, 27 Oct 2021 19:00:00 +0000",#50-14 朝日新聞、「ツナ」育ててます　魚じゃなくてAIですけど,,"神田大介,音声ディレクター,コンテンツ編成本部","田森秀明,メディア研究開発センター",,,,ネジート
https://omny.fm/shows/asahi/50-15,"Thu, 28 Oct 2021 19:00:00 +0000",#50-15 「#この記事は実在しません」　でもそれっぽい文章のすごさと怖さ,,"神田大介,音声ディレクター,コンテンツ編成本部","田森秀明,メディア研究開発センター",,,,ネジート
https://omny.fm/shows/asahi/50-16,"Fri, 29 Oct 2021 19:00:00 +0000",#50-16 無料広告モデルは限界なのか　バズフィードがハフポスト買収の衝撃,,"神田大介,音声ディレクター,コンテンツ編成本部","朽木誠一郎,withnews副編集長",,,,ネジート
https://omny.fm/shows/asahi/6a40b651-d0b0-4294-881d-adc5002f129f,"Sat, 30 Oct 2021 19:00:00 +0000",（楽屋裏）もう紙を作るだけじゃダメなんです。新時代の編集者像、描く若手の合言葉,,望月愛実,岸上渉,中程雄平,後藤隆之,,ネジート
https://omny.fm/shows/asahi/100-22,"Sun, 31 Oct 2021 19:00:00 +0000",#100-22 年を重ね、涙もろくなる問題に向き合ってみた　伊藤編集長のツイートから考える③,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/549550b4-5b43-47f6-a838-adcc001bb3ec,"Mon, 01 Nov 2021 19:00:00 +0000",#50-17 いつの時代も起業家は「そら」を目指す？　訪欧飛行へ新聞社の挑戦,,岸上渉,"馬渕俊之,編集委員",阪本輝昭,,,ネジート
https://omny.fm/shows/asahi/4eca70a0-4fce-4dab-8b37-adcc001c4170,"Tue, 02 Nov 2021 19:00:00 +0000",#50-18 世界を驚かせた日本の翼　機体も人も「メードインジャパン」で遂げた国際記録,,岸上渉,"馬渕俊之,編集委員",阪本輝昭,,,ネジート
https://omny.fm/shows/asahi/50-17,"Wed, 03 Nov 2021 19:00:00 +0000",#50-19 親善の飛行機が「悲劇の翼」に…　映像に残されていた動く父の最後の姿,,岸上渉,"馬渕俊之,編集委員",阪本輝昭,,,ネジート
https://omny.fm/shows/asahi/50-18-cakes,"Thu, 04 Nov 2021 20:00:00 +0000",#50-20 cakes問題の深淵を考える　メディアとプラットフォームの違い,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長",,,,ネジート
https://omny.fm/shows/asahi/42-4,"Fri, 05 Nov 2021 19:00:00 +0000",#42-4 編集者もダメ出しされて再挑戦　見出しで個性をアピールしてもいいの？,,大野由衣,"宮沢賢一,コンテンツ編成本部",,,,koike
https://omny.fm/shows/asahi/2b1093dd-0f77-4b53-bd78-add6002f1c3a,"Sat, 06 Nov 2021 19:00:00 +0000",（楽屋裏）番組開始から１年　たどり着いたスタイル、リスナーの声が生んだ変化,,真田嶺,"神田大介,音声ディレクター,コンテンツ編成本部",,,,ネジート
https://omny.fm/shows/asahi/100-23,"Sun, 07 Nov 2021 19:00:00 +0000",#100-23 OSの仕様変更、追えていますか？　伊藤編集長のツイートから考える④,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/590d5549-7a17-44be-b8b0-add7002eca50,"Mon, 08 Nov 2021 19:00:00 +0000",#50-21 青春時代、僕は紙のにおいをかぎ続けた　村瀬岳彦のすごすぎる「印刷愛」,,"神田大介,音声ディレクター,コンテンツ編成本部","村瀬岳彦,朝日プリンテック",,,,ネジート
https://omny.fm/shows/asahi/7bddd0c1-454c-4962-98ca-add7002f64cd,"Tue, 09 Nov 2021 19:00:00 +0000",#50-22 印刷技術が、実は国を守っている？　奥深すぎる印刷の世界,,"神田大介,音声ディレクター,コンテンツ編成本部","村瀬岳彦,朝日プリンテック",,,,ネジート
https://omny.fm/shows/asahi/t-5,"Wed, 10 Nov 2021 19:00:00 +0000",#50-23 巨大化した印刷機が足かせに…　コスト削減の時代、新聞業界はどう戦う,,"神田大介,音声ディレクター,コンテンツ編成本部","村瀬岳彦,朝日プリンテック",,,,ネジート
https://omny.fm/shows/asahi/e1c3c49d-c3d1-4db2-88e5-add9002f9fe8,"Thu, 11 Nov 2021 19:00:00 +0000",#50-24 「絶滅しないため、悩む暇はない」　生き残りをかけたアイデア勝負が始まる,,"神田大介,音声ディレクター,コンテンツ編成本部","村瀬岳彦,朝日プリンテック",,,,ネジート
https://omny.fm/shows/asahi/media-talk-2,"Fri, 12 Nov 2021 19:00:00 +0000",（制作会議）#51-7 MEDIA TALK配信開始から1カ月　悩みがたまっちゃいました,,真田嶺,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/ad,"Sat, 13 Nov 2021 19:00:00 +0000",（楽屋裏）江向彩也夏は、いずこへ　新天地では「新聞社員なのに、まるでAD」？,,真田嶺,江向彩也夏,,,,ネジート
https://omny.fm/shows/asahi/100-24,"Sun, 14 Nov 2021 19:00:00 +0000",#100-24 「メタバース」について考えよう！…でもその前に、選挙いった？,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/abc-3,"Mon, 15 Nov 2021 19:00:00 +0000",#47-6 ユーチューバーとテレビ、やはり分かり合えませんか？　ABC「キャスト」上田剛彦アナ登場⑥,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/abc-4,"Tue, 16 Nov 2021 19:00:00 +0000",#47-7 オールドメディアで何が悪い、そう思っちゃいけませんか？　ABC「キャスト」上田剛彦アナ登場⑦,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/abc-5,"Wed, 17 Nov 2021 19:00:00 +0000",#47-8 政治家って会ってみるとイメージ変わることありませんか？　ABC「キャスト」上田剛彦アナ登場⑧,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/50-25-dx,"Thu, 18 Nov 2021 19:00:00 +0000",#50-25 DXって温故知新？　デジタル・トランスフォーメーションの本質,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/50-26-clubhouse,"Fri, 19 Nov 2021 19:00:00 +0000",#50-26 ここらでClubhouseの話でも　ポッドキャストとどう違う,,"神田大介,音声ディレクター,コンテンツ編成本部","伊藤大地,元バズフィード・ジャパン,コンテンツ編成本部,朝日新聞デジタル編集長",,,,ネジート
https://omny.fm/shows/asahi/6da7ab66-0507-400e-b2f4-ade100a0e325,"Sat, 20 Nov 2021 19:00:00 +0000",（楽屋裏）「話すとは、手放すこと」　江向彩也夏と考える被害者支援,,真田嶺,江向彩也夏,,,,ネジート
https://omny.fm/shows/asahi/100-25,"Sun, 21 Nov 2021 19:00:00 +0000",#100-25 この便利さの代償は、私たちの個人情報な件　「メタ」から考える②,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/47-9-abc,"Mon, 22 Nov 2021 19:00:00 +0000",#47-9 お笑いってSDGsじゃないですか？　ABC「キャスト」上田剛彦アナ登場⑨,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/47-10-abc,"Tue, 23 Nov 2021 19:00:00 +0000",#47-10 フリートーク、本当にフリーなんですか？　ABC「キャスト」上田剛彦アナ登場⑩,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/47-11-abc,"Wed, 24 Nov 2021 19:00:00 +0000",#47-11 オリックス愛も映っていますか？　ABC「キャスト」上田剛彦アナ登場⑪,,"神田大介,音声ディレクター,コンテンツ編成本部","上田剛彦,アナウンサー,ABCテレビ",,,,ネジート
https://omny.fm/shows/asahi/50-27-google,"Thu, 25 Nov 2021 19:00:00 +0000",#50-27 Googleが、ニュースにお金払うって？　手放しでは喜べないですよね,,"神田大介,音声ディレクター,コンテンツ編成本部","奥山晶二郎,withnews編集長",,,,ネジート
https://omny.fm/shows/asahi/51-8,"Fri, 26 Nov 2021 19:00:00 +0000",#51-8 ポッドキャストの検索性に、ビジネスチャンス？　皆さんの意見から考えてみた（制作会議）,,真田嶺,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/52-66,"Sat, 27 Nov 2021 19:00:00 +0000",#52-66 鳥取県全ての高校野球部を取材せよ！　波絵理子を鍛え上げた「千本ノック」（楽屋裏）,,真田嶺,"堀江麻友,コンテンツ編成本部,音声チーム","波絵理子,コンテンツ編成本部,音声チーム",,,ネジート
https://omny.fm/shows/asahi/100-26,"Sun, 28 Nov 2021 19:00:00 +0000",#100-26 集められた個人情報の行く末は　「メタ」から考える③,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/50-28-google,"Mon, 29 Nov 2021 19:00:00 +0000",#50-28 その売り上げ額、「トルコの国家予算超え」　公開情報から読み解くGoogle,,"神田大介,音声ディレクター,コンテンツ編成本部","安藤翔一,メディアラボ",,,,ネジート
https://omny.fm/shows/asahi/50-29,"Tue, 30 Nov 2021 19:00:00 +0000",#50-29 ニュースショーケースは、「アメ玉」なのか　公開情報から読み解くGoogle②,,"神田大介,音声ディレクター,コンテンツ編成本部","安藤翔一,メディアラボ",,,,ネジート
https://omny.fm/shows/asahi/50-30,"Wed, 01 Dec 2021 19:00:00 +0000",#50-30 「ショーケースに並ばぬ」にも思いがある　公開情報から読み解くGoogle③,,"神田大介,音声ディレクター,コンテンツ編成本部","安藤翔一,メディアラボ",,,,ネジート
https://omny.fm/shows/asahi/99-13,"Thu, 02 Dec 2021 19:00:00 +0000",#99-13 ウェブメディア、マネタイズどうすれば？　林雄司さんに聞きました,,"神田大介,音声ディレクター,コンテンツ編成本部","林雄司,編集長,デイリーポータルZ",,,,ネジート
https://omny.fm/shows/asahi/42-5,"Fri, 03 Dec 2021 19:00:00 +0000",#42-5 標語と見出しはどう違う？　読者にスルーされないために、具体的な表現を,,大野由衣,"三島豊弘,コンテンツ編成本部",,,,koike
https://omny.fm/shows/asahi/52-67,"Sat, 04 Dec 2021 19:00:00 +0000",#52-67 あふれる動画コンテンツ　攻めの姿勢から探る音声へのヒント（楽屋裏）,,真田嶺,"堀江麻友,コンテンツ編成本部,音声チーム","波絵理子,コンテンツ編成本部,音声チーム",,,ネジート
https://omny.fm/shows/asahi/100-27,"Sun, 05 Dec 2021 19:00:00 +0000",#100-27 国家よりも僕らを知るプラットフォーマーと、どう向き合う？　「メタ」から考える④,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,anzu
https://omny.fm/shows/asahi/98-5-web,"Mon, 06 Dec 2021 19:00:00 +0000",#98-5 本気の「好き」が、良記事を生む　デイリーポータルZの魅力　WEB編集の教科書⑤,,真田嶺,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/50-31,"Tue, 07 Dec 2021 19:00:00 +0000",#50-31 ポッドキャスト事業、うまくいってるの？　取材に正直に答えてみた①,,"神田大介,音声ディレクター,コンテンツ編成本部","矢吹孝文,メディアラボ","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/50-32,"Wed, 08 Dec 2021 19:00:00 +0000",#50-32 「無風」だった社内の風向き、変わってきた？　取材に正直に答えてみた②,,"神田大介,音声ディレクター,コンテンツ編成本部","矢吹孝文,メディアラボ","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/50-33,"Thu, 09 Dec 2021 19:00:00 +0000",#50-33 「記者」じゃない現実、どう受け止めますか？　取材に正直に答えてみた③,,"神田大介,音声ディレクター,コンテンツ編成本部","矢吹孝文,メディアラボ","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/51-9,"Fri, 10 Dec 2021 19:00:00 +0000",#51-9 リスナーのオススメ番組から考える　「横のつながり」って大事だよね,,真田嶺,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部",,,ネジート
https://omny.fm/shows/asahi/52-68,"Sat, 11 Dec 2021 19:00:00 +0000",#52-68 「誰かの美術作品を応援したい」　たどりついたのは、新聞社？（楽屋裏）,,真田嶺,"波絵理子,コンテンツ編成本部,音声チーム","竹部翔馬,文化事業部",,,ネジート
https://omny.fm/shows/asahi/100-28-sdgs,"Sun, 12 Dec 2021 19:00:00 +0000",#100-28 SDGsは、「べからず集」じゃない　３人でシンプルに話してみた,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,ネジート
https://omny.fm/shows/asahi/98-6-web,"Mon, 13 Dec 2021 19:00:00 +0000",#98-6 「おもしろ」で勝ち続け、生き残るオモコロの思考法　WEB編集の教科書⑥,,真田嶺,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/99-15-spotify,"Tue, 14 Dec 2021 19:00:00 +0000",そうだ、Spotifyに直接聞いてみよう！前編　ポッドキャスト、日本でも盛り上がりますか？ #99-15,,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部","西ちえこ,Spotify,音声コンテンツ事業統括",,,ネジート
https://omny.fm/shows/asahi/spotify-99-16,"Wed, 15 Dec 2021 19:00:00 +0000",そうだ、Spotifyに直接聞いてみよう！後編　プラットフォームって、いりますか？ #99-16,,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部","西ちえこ,Spotify,音声コンテンツ事業統括",,,ネジート
https://omny.fm/shows/asahi/50-37,"Thu, 16 Dec 2021 19:00:00 +0000",クラウドファンディングを運営しています　でも、なぜ新聞社が？ #50-34,,"神田大介,音声ディレクター,コンテンツ編成本部","高野耀子,ビジネス開発センター,アライアンス事業部",,,,ネジート
https://omny.fm/shows/asahi/99-14,"Fri, 17 Dec 2021 19:00:00 +0000",#99-14 「ライターの実家＝太い」説　ヤンキーに記事は届けられるか,,神田大介,"林雄司,デイリーポータルZ編集長",,,,Noriko Hiramatsu
https://omny.fm/shows/asahi/52-69,"Sat, 18 Dec 2021 19:00:00 +0000",10年がかりも、ざら？　展覧会という「奇跡」が開かれるまで #52-69,,真田嶺,"竹部翔馬,企画事業本部文化事業部","波絵理子,コンテンツ編成本部,音声チーム",,,Noriko Hiramatsu
https://omny.fm/shows/asahi/100-29,"Sun, 19 Dec 2021 19:00:00 +0000",「主人公」じゃない記者は、どう戦う？　コンテンツ過多時代を考える① #100-29,,神田大介,"伊藤大地,朝日新聞デジタル編集長","奥山晶二郎,withnews編集長",,,ネジート
https://omny.fm/shows/asahi/98-72-abema-prime-web,"Mon, 20 Dec 2021 19:00:00 +0000",ABEMA Primeは、地上波を超える存在になるのか　WEB編集の教科書⑦ #98-7,,真田嶺,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,ネジート
https://omny.fm/shows/asahi/50-37-abc,"Tue, 21 Dec 2021 19:00:00 +0000",ABC伊藤史隆アナの教え　ラジオもポッドキャストも自分さらけ出してナンボ #47-12,,岸上渉,"伊藤史隆,ABCアナウンサー",,,,ネジート
https://omny.fm/shows/asahi/50-34-d-x,"Wed, 22 Dec 2021 19:00:00 +0000",アマゾンと直接取引、バーチャル書店…デジタル時代の出版界の行方は #50-35,,"神田大介,音声ディレクター,コンテンツ編成本部","赤田康和,社会部",,,,ネジート
https://omny.fm/shows/asahi/33-3-1,"Thu, 23 Dec 2021 19:00:00 +0000",なぜか京都在住のルメール騎手から、谷川俊太郎さんの新作連載まで 推し記事③ #33-3,,岸上渉,望月愛実,中程雄平,後藤隆幸,,ネジート
https://omny.fm/shows/asahi/f697260f-b210-442d-b6fb-ae0500b1906f,"Fri, 24 Dec 2021 19:00:00 +0000",あなたが選ぶ今年のベスト回は？ 人気のエピソードをふり返ってみた #51-10,,真田嶺,"神田大介,音声ディレクター,コンテンツ編成本部","中島晋也,総合プロデュース本部",安田桂子,,ネジート
https://omny.fm/shows/asahi/52-70,"Sat, 25 Dec 2021 19:00:00 +0000",ヒトの足が生えた魚…その名は「タラ夫」　実は、アート界のインフルエンサー？（楽屋裏） #52-70,,真田嶺,"竹部翔馬,企画事業本部,文化事業部","波絵理子,コンテンツ編成本部,音声チーム",,,ネジート
https://omny.fm/shows/asahi/100-29-1,"Sun, 26 Dec 2021 19:00:00 +0000",無駄な時間にあふれていた、あの頃と違う戦い方って　コンテンツ過多時代を考える② #100-30,,神田大介,"奥山晶二郎,withnews編集長","伊藤大地,朝日新聞デジタル編集長",,,Noriko Hiramatsu
https://omny.fm/shows/asahi/11-3,"Mon, 27 Dec 2021 19:00:00 +0000",ゲーム沼からコンニチハ①覚えてる？　あのタイトル、あの裏技（楽屋裏） #52-71,,"中島晋也,総合プロデュース本部","神田大介,音声ディレクター,コンテンツ編成本部",安田桂子,,,ネジート
https://omny.fm/shows/asahi/11-52-72,"Mon, 27 Dec 2021 19:05:00 +0000",ゲーム沼からコンニチハ②ドラクエ派とファイナルファンタジー派がバトル（楽屋裏） #52-72,,"中島晋也,総合プロデュース本部","神田大介,音声ディレクター,コンテンツ編成本部",安田桂子,,,ネジート
https://omny.fm/shows/asahi/11-52-73,"Tue, 28 Dec 2021 19:00:00 +0000",ゲーム沼からコンニチハ③ときメモを語る神田大介、マイクをつかんだ（楽屋裏） #52-73,,"中島晋也,総合プロデュース本部","神田大介,音声ディレクター,コンテンツ編成本部",安田桂子,,,ネジート
https://omny.fm/shows/asahi/11-52-74,"Tue, 28 Dec 2021 19:05:00 +0000",ゲーム沼からコンニチハ④朝日新聞、幻の事業計画　中島晋也の野望は消えない（楽屋裏） #52-74,,"中島晋也,総合プロデュース本部","神田大介,音声ディレクター,コンテンツ編成本部",安田桂子,,,ネジート
https://omny.fm/shows/asahi/52-75,"Wed, 29 Dec 2021 19:00:00 +0000",視点が変われば善悪だって変わる　推しアニメから考えた①（楽屋裏） #52-75,,堀江麻友,真田嶺,波絵理子,,,ネジート
https://omny.fm/shows/asahi/52-76,"Wed, 29 Dec 2021 19:05:00 +0000",紙面に隠れる編集者の遊び心って？　推しアニメから考えた②（楽屋裏） #52-76,,堀江麻友,真田嶺,波絵理子,,,ネジート
https://omny.fm/shows/asahi/52-77,"Thu, 30 Dec 2021 19:55:00 +0000",マンションのマンガ読んで、実際に買っちゃった　推し作品を語る（楽屋裏）#52-77,,水野梓,"金山純子,コンテンツ編成本部",真田嶺,,不明,水野梓、音源編集は不明
https://omny.fm/shows/asahi/10-52,"Fri, 31 Dec 2021 19:00:00 +0000",ああ懐かしの昭和マンガ①人生で大事なことは、北斗の拳が教えてくれた（楽屋裏） #52-78,,安田桂子,"藤田淳,コミュニケーションデザイン部","神田大介,音声ディレクター,コンテンツ編成本部",,,ネジート
https://omny.fm/shows/asahi/10-52-1,"Fri, 31 Dec 2021 19:05:00 +0000",ああ懐かしの昭和マンガ②こち亀、めぞん一刻…思い出話が止まらない（楽屋裏） #52-79,,安田桂子,"藤田淳,コミュニケーションデザイン部","神田大介,音声ディレクター,コンテンツ編成本部",,,ネジート
https://omny.fm/shows/asahi/52-80,"Sat, 01 Jan 2022 19:00:00 +0000",新聞社で働き続けますか？　若手社員だけで本音トーク（楽屋裏） #52-80,,真田嶺,飯沼優仁,藤井宏太,,,ネジート
https://omny.fm/shows/asahi/100-31,"Sun, 02 Jan 2022 19:00:00 +0000",アナログ回帰する時、ありませんか？　リスナーさんの質問に答えてみた① #100-31,,神田大介,"奥山晶二郎,withnews編集長","伊藤大地,朝日新聞デジタル編集長",,,Noriko Hiramatsu
