,words,出現回数
0,日本,14
1,ベトナム,10
2,SDGs,8
3,リアル,8
4,竹下,6
5,隆一郎,6
6,沖縄,6
7,アメリカ,5
8,井上,4
9,広島,4
10,滋賀,4
11,伊藤,4
12,洋志,4
13,秋田,3
14,米,3
15,ミャンマー,3
16,昭和,3
17,with,3
18,LGBT,2
19,AI,2
20,永田町,2
21,ハリウッド,2
22,森,2
23,東北,2
24,インド,2
25,埼玉,2
26,フィリピン,2
27,Z,2
28,北京,2
29,コツ,2
30,BTS,2
31,南米,2
32,起,2
33,モヤ,2
34,毎日新聞,2
35,アフリカ,2
36,中国,2
37,堀江,2
38,昌史,2
39,京都,2
40,宇治,2
41,野間,2
42,南極,2
43,江北,2
44,韓国,2
45,イミズスタン,2
46,オーストラリア,2
47,朝日新聞,2
48,靖,2
49,長浜,2
